CLIENTI,ID_CLIENTE,TEMPO_PERMANENZA,TEMPO_ATTESA,NUM_CAMBI_CASSA,PRODOTTI_ACQUISTATI
642,1.906,1.746,0,2
643,1.747,1.691,0,75
644,1.450,1.355,0,22
645,1.305,1.283,1,45
646,2.012,1.818,0,78
647,1.453,1.271,0,44
648,1.519,1.400,0,74
649,2.026,1.869,0,40
650,1.705,1.639,0,60
651,1.631,1.532,0,47
652,1.743,1.590,1,16
653,1.327,1.260,0,32
654,1.527,1.464,1,99
655,1.662,1.500,1,31
656,1.558,1.480,0,12
657,1.644,1.578,0,21
658,1.988,1.829,0,83
659,1.580,1.385,1,42
660,1.405,1.362,0,17
661,1.617,1.475,0,33
662,1.549,1.504,0,4
663,1.714,1.577,0,48
664,2.128,1.988,0,81
665,1.821,1.809,0,83
666,1.338,1.265,1,25
667,1.405,1.346,1,65
668,1.688,1.638,0,89
669,1.353,1.170,0,13
670,0.044,-1.000,-1,0
671,1.531,1.488,1,50
672,1.671,1.527,0,40
673,1.452,1.318,0,80
674,1.772,1.756,0,84
675,1.398,1.300,0,9
676,1.848,1.805,0,16
677,1.564,1.405,0,53
678,1.299,1.262,1,11
679,1.990,1.803,0,41
680,1.723,1.583,0,32
681,2.180,2.005,0,28
682,1.368,1.281,1,50
683,2.032,1.888,0,54
684,1.819,1.708,0,27
685,1.672,1.657,1,85
686,1.623,1.604,0,38
687,1.468,1.447,0,78
688,1.040,0.961,0,9
689,1.482,1.421,0,67
690,1.944,1.869,0,73
691,1.542,1.436,0,61
692,1.015,0.969,1,28
693,1.516,1.501,1,78
694,1.086,1.048,1,48
695,1.673,1.546,1,81
696,1.191,1.179,0,86
697,1.457,1.443,1,58
698,1.673,1.630,1,97
699,1.564,1.539,0,3
700,1.488,1.403,1,92
701,1.694,1.511,0,72
702,1.848,1.714,0,34
703,1.462,1.310,0,17
704,1.599,1.559,1,2
705,1.631,1.577,1,7
706,1.572,1.532,0,8
707,1.773,1.730,0,96
708,1.709,1.570,1,55
709,1.615,1.557,1,42
710,1.819,1.699,0,57
711,1.629,1.554,0,86
712,1.387,1.308,0,24
713,1.809,1.723,0,39
